Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
3175,5,3,2004,4.040187533182891,1,4,744681.397063456
2182,3,3,1953,2.130940951771231,2,5,470978.4795328964
2565,4,1,1987,0.7485013433436281,0,2,527544.910534171
3195,1,1,1962,3.913258464123758,2,1,663904.9927177994
3554,2,2,1994,0.8001224663245199,1,9,734201.4615779822
2253,3,2,2012,3.95657680271397,1,4,551444.6316158974
2538,4,3,1998,4.892147143700917,0,10,611557.8808542505
2688,2,3,1997,2.2904787900066035,0,10,601890.2919093702
1515,2,1,1975,1.0206559318113597,1,3,327253.4579829949
1424,4,3,1954,4.428989792439024,2,6,379005.71186711837
3974,4,3,2018,4.219934258572882,0,6,928059.7129533672
4985,1,2,1990,1.6080987243677005,1,5,1032002.2381140393
2979,4,2,1993,2.1702628220878912,0,8,646766.2897519646
3201,1,1,1978,3.2774846264505535,0,5,662119.9410580613
3090,1,2,1954,3.0479675708867746,2,7,641013.919122572
4706,2,2,1998,3.6068257485998236,1,7,1000021.7606809204
3046,5,2,1956,3.6611975371481096,0,5,676719.1220590248
3728,2,3,2003,3.4751330529291344,1,7,816939.5874308393
1848,2,2,1952,2.8403332750001766,0,8,381998.6086592969
3203,3,3,1950,3.648604590764188,2,2,673586.747670695
2131,3,1,1959,4.9483474159795104,1,6,457643.0980423783
2535,1,2,2017,0.774532143524277,2,5,533656.3940212176
3058,2,1,2017,1.498552073529678,0,2,672852.0519810001
2538,5,3,1968,0.784131318173261,0,2,551463.8888534079
2743,4,2,1981,2.2014534640435284,1,5,606157.4972713309
1284,5,2,1976,4.219782554761199,1,7,350816.184399563
2302,5,2,1957,2.2060744626904114,2,3,501913.64710804133
2476,1,3,1992,0.7956145242034665,1,6,513292.75970622
3467,5,3,1953,3.8918033169260204,1,4,760678.6016673865
2323,3,3,1991,1.5171493855489344,2,5,511645.2377877411
3568,2,3,2022,3.9462306765570943,1,2,818706.7764361517
1453,4,3,1970,3.551512239293939,0,4,367172.5872737959
3948,1,1,2017,1.759516935108921,0,5,823529.5488742903
725,2,1,1980,1.608287084647392,2,6,165242.29785174478
2119,2,1,2007,2.3347209679935137,0,4,468251.3632686849
2178,1,2,2013,1.101427616347331,1,10,480961.44203831744
1304,5,2,1968,4.849463824484371,2,6,357477.33266695193
3361,4,1,2022,1.6413599998131723,2,3,762769.5055574658
3372,5,1,1986,2.4906493989608847,0,4,733900.7559066785
3353,4,2,1976,1.9571880870609413,0,2,701368.1143168806
3398,1,3,1983,1.2607780029787232,2,8,706686.3209428937
1419,2,3,1955,3.047322409016743,2,6,312202.08717502066
1814,2,2,2002,1.0277606651020026,2,5,405940.62394306617
4965,5,2,1977,3.0314984057287133,2,2,1075864.2810329462
1023,4,1,1997,3.4612474273754934,2,2,287822.37687763135
2836,4,3,1981,0.5060582193045366,0,6,605369.8615424815
3856,2,3,2014,1.2438602876208258,2,5,824351.6710960343
3876,2,2,1994,1.4805891871340606,0,9,795928.1818267058
2357,1,3,1997,0.5827376396821877,1,3,503962.1877251642
3554,5,2,2008,3.214364745266004,2,1,826606.0146181242
4999,5,1,1952,4.662712289043565,2,5,1060976.488572305
4266,2,1,2008,1.3992857207687277,1,10,901471.7427249742
4350,2,1,1968,0.6350959946708234,1,5,877752.3422257571
2622,1,3,1971,3.4020630738156017,0,4,561747.2624036099
1456,1,1,1983,2.541105499652754,0,6,297387.92248393584
1443,3,1,1991,1.1926377940230726,1,10,320689.21882179775
516,5,3,1959,3.57554199833379,1,1,171023.95659837997
3772,5,1,2005,0.5708431084805464,0,2,819125.6470544274
4864,2,2,1997,1.0686041659152976,2,2,988325.4879158875
3160,3,2,1974,1.358266944159026,0,6,645375.2217757016
2185,4,2,1981,3.9416043760667474,2,5,504176.5060593679
2338,2,3,2018,4.071067945424607,1,6,560304.6612210645
3702,5,1,1984,2.892098285487469,0,10,809686.201143527
970,4,2,1981,2.3488569132822343,1,1,258717.68020973942
3830,3,2,1983,2.8541435931372434,1,4,827140.4447152761
4096,1,1,1982,2.7360298332502198,2,2,826494.0471232897
1269,2,2,2006,3.5550397628502823,1,9,335332.59275293903
3482,3,2,1999,2.778486392094205,0,8,775422.1168993582
3728,2,1,1984,1.629860466493255,0,6,771385.1497807608
3231,1,1,2017,3.9843620732506784,1,10,731490.1175330897
2222,1,1,1994,4.813240260504831,0,8,515813.7578353911
4646,1,2,2016,1.1281949031191005,0,9,965317.5061019753
3995,2,3,1981,3.4997768819571755,2,6,872258.3925462884
1353,5,3,1996,1.9026042283176865,1,1,354054.70019158506
724,2,2,1982,3.319056588546172,0,5,194628.72736203528
1454,4,1,2010,2.9946050654736607,1,3,369854.9244932172
2651,5,3,1970,2.7150454183208375,1,6,601083.947569366
1515,2,1,1974,1.63690713779579,0,6,300935.18607341987
4533,2,1,1971,2.8562024621867526,1,6,940711.9831153804
3854,2,1,1974,3.2734152150480336,1,8,811129.4971755756
646,1,1,1956,2.3105072985679973,2,4,146406.89625235138
4223,1,1,2012,2.575251055642595,1,9,884677.6890798345
4607,4,1,1983,3.1547654726081396,0,10,978190.835072989
4925,2,3,1959,4.896642544453292,2,7,1034380.2041616677
3677,5,2,1987,4.332174436868986,0,6,847131.2132821754
2714,3,1,1967,3.413824091795134,1,4,574450.4841823126
4688,5,3,1983,1.9167162320824196,2,7,1004456.2194818491
625,3,1,2007,2.3893191395884292,0,2,185569.89426877032
2990,1,2,1986,3.9718042789931944,2,6,663456.3939054122
862,2,1,2012,2.7166955234981636,2,7,234762.8244790115
509,2,1,2005,4.019228461686913,0,3,179398.43319315853
3690,3,1,1996,4.888309891889787,0,9,814843.6877321303
1074,2,3,1986,2.7453700261119467,0,6,251724.67925135954
3224,5,1,1964,4.608016001314589,1,5,705754.4319783618
2765,5,2,1992,4.124866611092257,0,5,652434.7052233267
1223,2,3,2017,0.7275163458179252,2,9,307116.6791374497
4297,3,2,1957,3.2651859988023406,2,2,910000.3859570917
2704,3,2,1950,1.1829893443299593,0,2,539133.0843265855
780,2,1,2008,2.590759259640369,2,1,217462.44505708842
3461,5,3,2009,2.5380998162042485,2,8,798362.7750475319
3719,4,2,2016,2.25767123411802,1,10,828512.1019589091
2560,4,2,2015,3.8025741965084126,0,2,622100.1895022333
1059,4,3,1957,4.180353375447632,0,2,263760.9441483153
4742,1,1,1977,0.8358729398574296,2,10,931856.9695152728
1639,2,2,2008,2.281827149364222,1,9,395042.35505971045
2982,1,3,1956,3.5660885595860696,0,4,626454.2784147046
888,1,3,1972,3.2865756442411174,0,3,215993.8951157028
1108,5,1,1984,1.9048836569792165,2,7,285546.501684919
1705,5,1,2003,1.166978579446961,2,10,400306.9574091656
1228,4,2,1959,3.0040529262145537,2,6,287478.2675046062
4658,1,3,1987,4.544545503818065,2,6,1021278.340082141
2261,1,1,1962,0.8456334848117657,0,6,439898.8032648414
1332,4,1,2006,1.7701811168581978,0,7,317780.5942863934
801,4,3,1973,4.733479848602754,2,10,258111.6713724362
4579,2,3,2005,2.595571437930258,0,10,987442.6840517226
2395,2,3,1990,2.473055218627602,2,2,534533.0200368982
2494,3,1,1990,4.112830440479957,1,3,578870.7619594942
4761,4,3,2000,2.4717952249985986,2,4,1041122.1131331322
1569,5,2,1969,1.0634925178257415,1,4,362679.08775021497
1138,2,3,2022,1.9595561346277508,2,9,315357.48101832974
735,5,1,2002,3.443720694287443,1,4,238459.11589080206
4812,2,1,1965,1.7282749762916954,1,7,961367.1393329063
1213,1,2,2004,1.29736625455036,2,4,269665.86139839556
2163,2,1,2019,3.446190839103346,0,7,521205.600976709
2643,3,3,1966,0.7164153968541594,0,9,530326.7865334606
2579,2,3,2010,2.70066098888429,1,5,603812.5887922472
2527,2,1,1998,3.548630366705628,0,6,551967.8882668803
1714,2,3,2008,3.7837035792384,0,10,431423.2948124018
1484,5,1,2010,1.246554609668538,1,6,360372.9780385626
1576,3,2,1978,0.9291722102287638,1,8,340980.72481778456
3230,3,1,2011,2.9601334773335295,2,7,734110.0243598827
3537,4,1,2018,1.9944940248865606,1,1,769763.673034886
3126,2,1,2014,3.211114238165548,0,1,708104.0557380343
4507,2,3,2014,4.122336786796645,0,7,985499.1963159838
1475,2,3,2014,3.790924338664833,1,5,370167.09090271546
2016,1,1,2021,2.6074858367021605,0,3,450594.56797660363
3842,2,3,1991,4.681797810179267,1,8,863289.3969030941
2650,2,1,2006,3.62000819180618,0,7,596659.3685492761
1909,2,3,1968,1.4886805567613017,2,5,390430.22237748076
1562,1,1,2003,3.2882716712521503,0,2,370689.5462510848
4256,3,2,1964,1.0490333610960008,1,2,852368.6069601658
2257,3,1,2002,1.6375929980709785,2,10,496427.1035646905
1791,2,1,1984,2.430432193284007,0,5,355281.41848528635
689,5,1,1996,3.8868723233232623,2,2,227515.3002879812
1304,2,3,1960,2.4492340009182487,1,9,277832.10571177263
1217,3,3,1996,1.7726050880172488,1,9,314916.5292154408
3891,5,3,1990,0.8691065834516188,1,3,833111.8086328949
594,2,2,2022,1.0104836769676253,1,9,158856.84303466187
2693,3,3,1996,4.952442946008342,1,9,648718.3260877142
3677,1,1,2017,4.8301765097412055,1,9,806645.0448680979
2778,1,1,1991,3.4811777612372365,1,10,605371.7047170609
4993,1,2,1957,4.595958656904905,1,6,1038319.1650899692
749,1,3,1985,0.5754033702157209,1,7,146020.40342022013
3531,4,3,1999,1.796024056658185,2,9,771922.849821314
1858,1,2,1989,1.541660431608447,0,8,376032.36153657595
3920,3,3,2002,3.2854620411436466,2,10,881016.0047742793
974,2,2,1986,2.336535755716654,2,1,234261.64997473895
697,2,3,2015,2.327053107677498,1,7,216591.97111921213
1717,1,2,1962,4.322903969695556,0,7,383644.17774445907
3998,4,2,1976,4.768263244481877,0,8,866618.3890237983
4922,4,1,2018,4.23375289844731,2,2,1108236.8362913695
1743,4,3,2008,2.5807602961064333,0,5,435500.94479437906
2886,5,1,1957,2.9345130451744814,2,5,619360.9693678387
2146,5,2,1998,2.2201351338985624,0,4,510968.1406545
2310,5,1,2011,0.7704338467017657,1,3,523323.0670600654
723,2,3,2020,3.084965401424926,0,8,236865.43918275138
2762,2,2,1976,4.5109319286213445,1,6,619407.6279156839
4145,3,1,1993,3.2243529087841427,1,7,898283.8867356428
3781,2,1,1989,3.1640757925507828,0,9,792681.5184200833
3622,1,3,1966,2.497567245439602,0,7,734501.9542665192
4656,1,2,1959,2.2920250728110525,0,2,913774.3890331694
3212,4,1,1975,1.7552213423306453,1,9,665969.5719032948
4046,1,3,1978,3.2012665723761664,1,7,863034.675749834
4143,3,3,1969,4.953903860342006,1,8,891638.5086964626
2827,2,2,2013,4.512698893412357,2,3,640767.2241513439
3414,4,1,2006,3.0580920432857295,0,8,748136.4563894381
1166,5,2,2008,0.9111834718718415,1,10,319601.3915396029
505,5,3,1954,3.881538250067046,0,3,159121.4656145035
4127,1,2,1990,4.216629682922137,1,4,886568.3132277146
4632,4,1,1977,4.650653681015463,2,10,997885.7696999718
3038,5,1,1967,2.854458747368937,0,3,647006.812552705
1516,2,3,2017,4.290464771374703,2,7,397346.1108776756
4347,3,1,1966,4.231914053565918,1,3,895675.5548211845
2186,4,2,1978,0.5391776617814461,0,6,441315.08847493527
735,5,2,1973,3.416472655403555,0,9,198659.21988081493
4384,3,2,2017,2.9661456049890806,2,7,985223.9966541852
555,2,1,1962,1.5525361916249156,0,2,111626.85342361582
4262,2,1,1978,3.4018755026674095,0,9,894261.7196452515
3245,5,2,1950,1.5182386286746992,2,10,695195.3585354679
1188,5,3,2020,1.5157747572760734,2,3,342365.20713846444
1620,4,1,1985,4.74767727564406,2,7,418003.15725851554
1346,4,2,2018,1.6672478033443832,1,8,351280.4162027617
4776,5,2,1971,3.9916018976328766,0,10,1038652.4247755758
3843,5,1,1985,3.813079145602249,2,8,853001.1125510683
2581,1,2,1989,4.016775414839819,1,3,570399.7427677898
3116,4,3,2001,1.8304454372561838,1,3,696224.0924052008
2310,3,1,1988,1.3696223685537567,1,4,494537.51154549763
1428,4,2,1985,4.201225921806022,1,3,369407.96419171983
4209,4,2,1966,4.392331723018408,0,4,896600.4885198027
3324,1,1,2014,0.688934430093147,2,8,697574.5556670319
2431,3,3,1987,1.054546590723462,1,5,505877.59815497726
1167,1,1,1967,0.9443174309719964,2,10,219652.59801356145
1563,5,2,1976,0.528158619619116,0,8,336153.4280264353
2074,2,3,2010,1.4191104151047536,2,8,473734.215407891
3024,4,1,2001,4.480624818145345,1,9,698124.6114710766
1314,5,1,1972,3.998549602320735,2,5,341956.2674322983
4995,3,2,2007,3.6800399015496494,0,2,1092026.89678641
2547,4,2,1986,3.715885737089259,2,8,586086.5685389101
3867,1,2,1952,1.8854887190731224,0,2,760436.8893623694
577,5,3,1971,2.0831225288465864,1,10,185557.69648043357
3388,2,2,1987,2.679549918311789,0,1,705923.3148916194
503,5,2,2018,1.3750143999425988,0,9,206042.35131646442
2196,3,2,2009,0.7447583683504003,2,8,485376.42332357954
4094,4,1,2021,3.795748009688997,1,10,933332.7201261587
633,5,2,1977,1.280043738388764,2,5,176494.35410241215
2081,1,1,1966,3.866723718744585,0,5,424881.192942697
3961,5,2,2000,0.815015804598796,2,3,866877.3524150968
3229,1,1,1960,3.365427726699472,0,7,645145.5398468642
3499,5,1,2021,3.5004735940275373,1,5,804433.8093218554
701,5,1,2009,4.160455170459189,1,9,246717.9663664509
4363,5,2,2018,4.9338672452927845,1,3,1008539.1562343481
